-0.421126 ;-0.353396 ;-0.397413 ;0.677696 ;-0.193725 ;-0.118815 ;0.182302 ;0.077486 ;-0.296492 ;-0.137834 ;0.473557 ;-0.359819 ;1.558837 ;1.071924 ;0.452599 ;1.222539 ;0.041167 ;0.378410 ;-0.788196 ;-0.566367 ;-0.620911 ;-0.452357 ;-0.107580 ;-0.220896 ;0.344552 ;-0.228024 ;-0.479342 ;0.146293 ;0.486711 ;-0.296031 ;-0.398909 ;-1.153308 ;-0.444667 ;-0.307884 ;0.035069 ;0.010242 ;1.099778 ;-0.026815 ;-0.219628 ;0.913053 ;-0.066566 ;0.121190 ;0.503269 ;2.095809 ;0.628969 ;0.505623 ;-0.010199 ;-0.690275 ;0.159141 ;0.638221 ;0.092191 ;-0.001255 ;-0.280917 ;-0.417312 ;-0.426341 ;-0.078454 ;-0.061834 ;-0.122397 ;-0.394808 ;0.537791 ;0.709541 ;0.103604 ;-0.108084 ;0.967047 ;-0.091760 ;0.348400 ;-0.626902 ;-0.217264 ;-0.216709 ;-0.424217 ;-0.527865 ;-0.552184 ;0.041679 ;0.108965 ;0.211271 ;-0.256598 
1.214853 ;-0.114168 ;0.250039 ;-0.207693 ;-0.339365 ;-0.260225 ;-0.305677 ;0.197946 ;-0.136152 ;-0.313731 ;0.757309 ;1.806743 ;0.546947 ;1.209205 ;1.352015 ;0.760473 ;0.127353 ;-0.170389 ;-0.476256 ;0.440121 ;0.075660 ;-0.429470 ;2.620074 ;0.469303 ;1.631903 ;0.464400 ;0.423656 ;1.104894 ;0.972999 ;0.251831 ;-0.579258 ;-0.664296 ;-0.617687 ;-0.527937 ;-0.070688 ;0.217686 ;1.386808 ;1.737156 ;1.017814 ;1.355815 ;2.347702 ;0.133706 ;1.068747 ;0.363243 ;1.099086 ;-0.171299 ;0.461442 ;-0.474760 ;1.071907 ;0.576812 ;1.236744 ;0.255002 ;0.683102 ;0.359206 ;-0.668317 ;0.078145 ;0.308183 ;0.382522 ;-0.313842 ;1.524338 ;-0.125731 ;1.627963 ;1.016886 ;0.073661 ;0.493997 ;0.048763 ;-0.863323 ;1.131814 ;0.354880 ;0.000535 ;-0.778852 ;-1.014346 ;0.800755 ;0.788609 ;0.673257 ;0.372441 
1.287840 ;0.444996 ;1.216960 ;0.487078 ;0.436701 ;0.622795 ;0.003645 ;0.354217 ;0.096407 ;-0.252136 ;0.685804 ;1.888568 ;1.056924 ;1.808054 ;1.852605 ;1.028422 ;0.354762 ;0.054761 ;0.053274 ;1.271899 ;0.661151 ;-0.306493 ;2.086488 ;0.405932 ;1.230606 ;0.083301 ;0.000431 ;0.794617 ;0.642467 ;-0.183240 ;-0.213734 ;-0.515123 ;-0.366437 ;-0.282420 ;-0.203663 ;0.131283 ;1.395849 ;1.699561 ;0.970164 ;1.901833 ;1.852678 ;0.784778 ;0.947818 ;0.655948 ;1.035653 ;-0.090788 ;0.528105 ;-0.399627 ;1.000113 ;0.344649 ;2.320572 ;-0.008709 ;0.945743 ;-0.112487 ;-0.248224 ;0.607904 ;0.488217 ;0.850464 ;0.100381 ;1.261974 ;-0.080095 ;1.336106 ;0.640008 ;0.149732 ;0.096073 ;0.499604 ;-0.907482 ;0.778794 ;0.145257 ;-0.351227 ;-0.440082 ;-0.845491 ;0.490707 ;0.446876 ;0.316879 ;0.064196 
1.216261 ;0.059464 ;0.571885 ;-0.034159 ;-0.034807 ;-0.025484 ;-0.291031 ;0.149884 ;-0.053232 ;-0.203562 ;0.534284 ;1.418157 ;0.758843 ;1.637511 ;1.643472 ;1.047017 ;0.172074 ;-0.017181 ;-0.424253 ;0.805725 ;0.241602 ;-0.401319 ;2.300568 ;0.468957 ;1.436776 ;0.287374 ;0.206234 ;0.912284 ;0.795742 ;0.104945 ;-0.611130 ;-0.710175 ;-0.543319 ;-0.354207 ;-0.139644 ;0.098630 ;1.284277 ;1.615760 ;0.867715 ;1.657192 ;2.129678 ;0.411432 ;0.810619 ;0.469517 ;0.932381 ;-0.364925 ;0.458741 ;-0.338295 ;0.919948 ;0.295563 ;1.958381 ;0.087980 ;0.812218 ;0.166696 ;-0.608363 ;0.301769 ;0.269393 ;0.584644 ;-0.187285 ;1.403693 ;-0.250268 ;1.241218 ;0.811848 ;-0.063233 ;0.142162 ;0.185418 ;-0.680410 ;0.887020 ;0.280885 ;-0.107305 ;-0.487439 ;-0.732114 ;0.548072 ;0.576384 ;0.554342 ;0.290897 
0.135333 ;-1.750652 ;-1.419914 ;-1.491606 ;-1.870732 ;-1.789207 ;-1.306509 ;-1.092890 ;-1.175784 ;-0.956628 ;-0.897299 ;0.445068 ;-0.657796 ;0.100106 ;0.202200 ;-0.898725 ;-0.734634 ;-0.948697 ;-1.844856 ;-0.701320 ;-0.836268 ;-1.640259 ;-0.281248 ;-1.291480 ;-0.869452 ;-0.925793 ;-0.367510 ;-1.200975 ;-0.489793 ;-0.657464 ;-1.423730 ;-1.644534 ;-1.766415 ;-0.976779 ;-0.905498 ;-0.933945 ;-0.996047 ;0.286785 ;-0.466688 ;0.076967 ;-0.753496 ;-0.849846 ;-0.733396 ;-1.075639 ;-1.163329 ;-1.726766 ;-1.140956 ;-1.145632 ;-1.216785 ;-0.606636 ;-0.023895 ;-0.588747 ;-0.768625 ;-0.340477 ;-2.044533 ;-1.102875 ;-0.847283 ;-0.984288 ;-1.798140 ;-0.698190 ;-1.012567 ;-1.220298 ;-1.553909 ;-1.155126 ;-0.343126 ;-1.229172 ;-0.864089 ;-1.323286 ;-1.385858 ;-0.789249 ;-0.658231 ;-0.656212 ;-0.518679 ;-1.456285 ;-0.659423 ;-0.832394 
-1.725034 ;-0.800436 ;-0.857939 ;0.368124 ;-0.684248 ;-0.271624 ;0.503957 ;-0.466718 ;0.182167 ;0.508077 ;-0.306520 ;-1.937894 ;-0.035444 ;-0.252306 ;-0.751680 ;-0.763084 ;-0.391610 ;0.191521 ;-1.122198 ;-1.473568 ;-1.049049 ;-0.546348 ;-0.976008 ;0.066063 ;-0.690480 ;-0.123155 ;-0.414028 ;-0.451762 ;-0.580637 ;-0.111006 ;-0.349158 ;-0.803506 ;-0.125717 ;0.704097 ;0.191492 ;-0.376955 ;-0.465989 ;-1.846318 ;-1.193075 ;-0.621092 ;-0.874986 ;-0.314288 ;-0.536330 ;0.067432 ;-0.445511 ;0.172392 ;0.015316 ;0.639904 ;-0.251208 ;0.025584 ;-0.709739 ;-0.006199 ;-0.671385 ;-0.238282 ;-0.356500 ;-0.711736 ;-1.142120 ;-1.084060 ;-0.665405 ;-0.797085 ;0.685932 ;-0.749728 ;-0.414338 ;0.229341 ;-0.292244 ;-0.175221 ;0.986193 ;-0.463716 ;-0.032739 ;0.161749 ;1.277064 ;1.181660 ;-0.492930 ;-0.101529 ;-0.330842 ;-0.153607 
0.934522 ;0.177082 ;0.344434 ;0.140721 ;0.907544 ;0.530499 ;0.406822 ;0.267822 ;-0.406775 ;0.017205 ;0.423431 ;-0.386958 ;-0.016338 ;-0.459301 ;-0.290618 ;3.086909 ;2.757545 ;1.818836 ;0.368194 ;1.556433 ;1.245066 ;1.256876 ;1.569680 ;0.268851 ;1.352986 ;0.744324 ;1.741347 ;0.614318 ;2.172561 ;1.303899 ;1.182019 ;0.470957 ;0.332391 ;0.488401 ;1.475055 ;1.293468 ;0.935141 ;0.905464 ;0.373048 ;-0.356088 ;1.613500 ;1.550740 ;0.739515 ;1.182536 ;0.488644 ;0.631356 ;0.553786 ;-0.293754 ;0.521162 ;1.654471 ;0.172668 ;0.840570 ;1.613821 ;0.873237 ;1.213051 ;1.617835 ;1.134630 ;0.864634 ;1.082199 ;1.305356 ;0.229789 ;0.221281 ;0.108334 ;1.391144 ;1.527512 ;1.067870 ;-0.005664 ;-0.008329 ;-0.107209 ;0.651672 ;-0.177934 ;-0.022097 ;1.696147 ;0.542496 ;2.421217 ;1.100309 
-2.407362 ;-0.954333 ;-0.690696 ;-0.431158 ;-0.847910 ;-0.372931 ;-0.551168 ;-1.249629 ;-0.273301 ;-0.497314 ;-2.445550 ;-2.998301 ;-1.402226 ;-0.851753 ;-1.389323 ;-1.226436 ;-0.740462 ;-0.434714 ;-0.874362 ;-0.934771 ;-0.954162 ;-1.008547 ;-2.734511 ;-1.761540 ;-2.309843 ;-1.843819 ;-2.232744 ;-2.142480 ;-1.989582 ;-1.805240 ;-0.506836 ;-0.920053 ;-0.546206 ;0.037309 ;-0.843779 ;-1.326007 ;-2.403414 ;-2.727883 ;-2.115572 ;-1.369381 ;-2.593260 ;-0.579572 ;-2.508950 ;-1.357782 ;-2.478547 ;-1.318139 ;-1.656799 ;0.038886 ;-2.691531 ;-1.844604 ;-0.716676 ;-2.109077 ;-1.491273 ;-2.426166 ;-0.625509 ;-1.063610 ;-1.789937 ;-1.632791 ;-0.912989 ;-2.108180 ;-1.085037 ;-2.362571 ;-1.889187 ;-1.487024 ;-2.492808 ;-0.781337 ;0.418540 ;-1.673218 ;-1.629943 ;-1.397634 ;0.722087 ;0.676970 ;-2.219681 ;-2.230171 ;-1.591238 ;-1.886968 
-2.056910 ;-0.695022 ;0.071411 ;0.323533 ;-0.439788 ;0.171786 ;-0.121068 ;-0.761512 ;-0.393136 ;-0.505229 ;-1.386139 ;-1.420528 ;-0.311911 ;-0.060762 ;-0.276638 ;-1.147308 ;-0.208970 ;0.336157 ;-0.496766 ;-0.704766 ;-0.559537 ;-0.709665 ;-2.109368 ;-1.136893 ;-1.824636 ;-1.561001 ;-1.678189 ;-1.707950 ;-1.666047 ;-1.529252 ;-0.113663 ;-0.772880 ;0.213695 ;0.748939 ;-0.536775 ;-0.865108 ;-1.763766 ;-2.003745 ;-1.555452 ;-0.420517 ;-2.063644 ;0.016850 ;-1.571778 ;-0.860669 ;-1.479578 ;-0.528821 ;-1.091689 ;-0.266077 ;-1.622682 ;-1.153592 ;0.263906 ;-1.144077 ;-1.005552 ;-1.540102 ;-0.233880 ;-0.569505 ;-1.163810 ;-1.056312 ;-0.585371 ;-1.831599 ;-0.488611 ;-1.491973 ;-1.582653 ;-0.857640 ;-1.421621 ;-0.198128 ;-0.198286 ;-1.407846 ;-1.099322 ;-1.222900 ;0.902339 ;0.390408 ;-1.589933 ;-1.361983 ;-1.428837 ;-1.331905 
-0.625725 ;-0.649939 ;-0.755502 ;-0.324646 ;-0.751730 ;-0.424431 ;0.089369 ;-0.436466 ;-0.094094 ;-0.059435 ;-0.196425 ;-0.545296 ;-0.895200 ;-1.151960 ;-1.069072 ;-1.272037 ;-0.563609 ;-0.403650 ;-0.935729 ;-0.979743 ;-0.410107 ;-0.663422 ;-0.628287 ;0.358601 ;-0.261130 ;0.332511 ;-0.235104 ;0.416059 ;-0.528219 ;-0.069338 ;-0.320115 ;-0.436633 ;0.027629 ;0.791651 ;0.121970 ;-0.304424 ;-0.588735 ;-0.926676 ;-0.569920 ;-1.089483 ;-0.475347 ;-0.708242 ;-0.269154 ;-0.779909 ;-0.216942 ;0.904514 ;0.377236 ;0.168705 ;0.097874 ;-0.239378 ;-1.328164 ;-0.275303 ;-0.426966 ;-0.244852 ;-0.608105 ;-0.715579 ;-0.686749 ;-0.774175 ;-0.654414 ;-0.337355 ;-0.062488 ;-0.025577 ;0.424698 ;-0.064919 ;-0.288275 ;-0.479745 ;0.079106 ;0.067615 ;0.412636 ;0.090651 ;0.331856 ;0.179268 ;-0.275849 ;0.186787 ;-0.580225 ;0.029044 
