X;Y;Z
3.560075759887695312e+00;4.547385215759277344e+00;3.112312555313110352e+00
4.841282844543457031e+00;5.395587921142578125e+00;1.473260045051574707e+00
4.770915508270263672e+00;5.404176712036132812e+00;1.399507761001586914e+00
5.234997272491455078e+00;5.763173580169677734e+00;1.596871495246887207e+00
5.560440540313720703e+00;4.915497303009033203e+00;2.224031925201416016e+00
7.271843910217285156e+00;4.291310310363769531e+00;3.971129417419433594e+00
4.625627040863037109e+00;6.019860267639160156e+00;2.027243852615356445e+00
3.175552606582641602e+00;4.524917602539062500e+00;2.978177785873413086e+00
2.392202615737915039e+00;4.716369152069091797e+00;3.282851934432983398e+00
3.130213737487792969e+00;4.563939094543457031e+00;2.966521739959716797e+00
4.523038864135742188e+00;5.946376323699951172e+00;2.253561496734619141e+00
4.356842994689941406e+00;5.631123065948486328e+00;2.555755376815795898e+00
4.633141040802001953e+00;5.870341300964355469e+00;2.167938470840454102e+00
4.370686054229736328e+00;5.712037086486816406e+00;2.502146244049072266e+00
8.798698425292968750e+00;4.692429542541503906e+00;8.127875328063964844e+00
9.076045036315917969e+00;4.794784069061279297e+00;8.115379333496093750e+00
7.641143321990966797e+00;3.230211973190307617e+00;4.402907848358154297e+00
4.790299415588378906e+00;5.424420356750488281e+00;3.987692356109619141e+00
7.918446540832519531e+00;4.094595432281494141e+00;4.349556922912597656e+00
4.348242282867431641e+00;5.708110809326171875e+00;2.683259725570678711e+00
7.832424640655517578e+00;6.037352561950683594e+00;5.628803730010986328e+00
6.433028697967529297e+00;3.062252759933471680e+00;5.076692581176757812e+00
9.205199241638183594e+00;2.857754945755004883e+00;5.365896701812744141e+00
7.662295341491699219e+00;5.996376514434814453e+00;7.018885135650634766e+00
7.326684951782226562e+00;5.156067848205566406e+00;7.434133052825927734e+00
1.041760253906250000e+01;3.948380470275878906e+00;7.949723720550537109e+00
1.047367572784423828e+01;3.927357435226440430e+00;7.951350688934326172e+00
1.043771839141845703e+01;3.981510400772094727e+00;7.969540119171142578e+00
1.045004272460937500e+01;3.935646295547485352e+00;7.921299457550048828e+00
1.042757034301757812e+01;3.913805246353149414e+00;7.875959873199462891e+00
7.793913841247558594e+00;5.202317237854003906e+00;5.265669822692871094e+00
4.923771858215332031e+00;5.529236793518066406e+00;1.616304636001586914e+00
5.021401405334472656e+00;4.177707672119140625e+00;2.591592311859130859e+00
5.374887466430664062e+00;3.750324249267578125e+00;2.435682773590087891e+00
8.402045249938964844e+00;2.949277400970458984e+00;4.759691238403320312e+00
7.981272220611572266e+00;3.722272396087646484e+00;4.427762031555175781e+00
7.827328681945800781e+00;3.980970859527587891e+00;4.374763965606689453e+00
7.593256473541259766e+00;3.073979616165161133e+00;4.634538650512695312e+00
7.123353481292724609e+00;4.933833599090576172e+00;4.272296905517578125e+00
9.071934700012207031e+00;3.137590169906616211e+00;6.548162460327148438e+00
3.458996057510375977e+00;4.640513896942138672e+00;2.795853137969970703e+00
4.846770763397216797e+00;4.275390148162841797e+00;2.517139434814453125e+00
4.879031181335449219e+00;4.253198146820068359e+00;2.534931898117065430e+00
4.287911415100097656e+00;5.113623619079589844e+00;2.488086223602294922e+00
3.092418670654296875e+00;4.578768253326416016e+00;3.009499549865722656e+00
1.000240325927734375e+01;3.903347969055175781e+00;8.003534317016601562e+00
7.777945995330810547e+00;6.070125102996826172e+00;5.614810466766357422e+00
4.739745140075683594e+00;5.680330753326416016e+00;4.098823070526123047e+00
5.651372909545898438e+00;2.930192947387695312e+00;6.618031978607177734e+00
3.237283706665039062e+00;5.142106533050537109e+00;3.634459972381591797e+00
7.103585720062255859e+00;5.413835525512695312e+00;5.463294982910156250e+00
8.424993515014648438e+00;4.550497531890869141e+00;8.507230758666992188e+00
4.539791107177734375e+00;5.728093624114990234e+00;4.378621578216552734e+00
4.590011596679687500e+00;5.821344852447509766e+00;4.455052375793457031e+00
6.619165420532226562e+00;4.958083629608154297e+00;4.037719249725341797e+00
3.803793907165527344e+00;5.278511524200439453e+00;4.017700672149658203e+00
9.095664978027343750e+00;4.822953224182128906e+00;8.089394569396972656e+00
7.976676940917968750e+00;4.616272449493408203e+00;4.987731933593750000e+00
4.447318553924560547e+00;4.733978271484375000e+00;3.572375297546386719e+00
4.701960086822509766e+00;5.379894733428955078e+00;3.900295019149780273e+00
4.540610313415527344e+00;5.509973049163818359e+00;3.935914993286132812e+00
2.264300584793090820e+00;4.751074314117431641e+00;3.263374328613281250e+00
5.594214916229248047e+00;4.982771873474121094e+00;2.239106178283691406e+00
4.699080944061279297e+00;6.011891365051269531e+00;1.986892104148864746e+00
7.317586421966552734e+00;4.487056732177734375e+00;4.135955333709716797e+00
6.763645172119140625e+00;4.347140789031982422e+00;3.651109933853149414e+00
7.323750972747802734e+00;5.441854000091552734e+00;7.175170421600341797e+00
8.211959838867187500e+00;4.042221546173095703e+00;6.774661064147949219e+00
8.177346229553222656e+00;3.775851488113403320e+00;7.453755378723144531e+00
8.682195663452148438e+00;4.298884391784667969e+00;8.538082122802734375e+00
7.116159915924072266e+00;4.396884918212890625e+00;7.078743457794189453e+00
8.142271041870117188e+00;3.807258844375610352e+00;6.992688179016113281e+00
7.605014801025390625e+00;5.949475765228271484e+00;6.769263744354248047e+00
5.429673671722412109e+00;4.535882472991943359e+00;2.217168807983398438e+00
8.127524375915527344e+00;4.101798057556152344e+00;6.735241889953613281e+00
4.650078773498535156e+00;4.486065387725830078e+00;2.634884834289550781e+00
6.467868804931640625e+00;3.102872371673583984e+00;4.975491046905517578e+00
5.605586051940917969e+00;4.989060401916503906e+00;2.268306255340576172e+00
6.654343128204345703e+00;2.714615821838378906e+00;5.427851200103759766e+00
5.675285339355468750e+00;3.884808301925659180e+00;2.499600410461425781e+00
8.688252449035644531e+00;3.954518556594848633e+00;8.161833763122558594e+00
7.953822612762451172e+00;5.098035812377929688e+00;8.214735984802246094e+00
9.152429580688476562e+00;4.513953685760498047e+00;8.466954231262207031e+00
2.474542856216430664e+00;4.735630512237548828e+00;3.353243112564086914e+00
2.702744007110595703e+00;4.958149909973144531e+00;3.546408653259277344e+00
3.553980112075805664e+00;5.262567996978759766e+00;3.718512058258056641e+00
3.298730373382568359e+00;5.231614589691162109e+00;3.555212974548339844e+00
2.404564619064331055e+00;4.757334709167480469e+00;3.304035186767578125e+00
7.165527343750000000e+00;3.348384618759155273e+00;4.098703861236572266e+00
7.088631153106689453e+00;3.341879129409790039e+00;4.185991764068603516e+00
7.456766128540039062e+00;3.124098300933837891e+00;4.369701385498046875e+00
8.980041503906250000e+00;2.755055427551269531e+00;5.280554294586181641e+00
3.951795578002929688e+00;5.082800865173339844e+00;3.173666477203369141e+00
5.869106769561767578e+00;2.677972555160522461e+00;6.412777423858642578e+00
9.130675315856933594e+00;2.864301443099975586e+00;5.308812141418457031e+00
8.010510444641113281e+00;2.993590354919433594e+00;4.625427722930908203e+00
8.094099044799804688e+00;3.259948968887329102e+00;4.507121086120605469e+00
6.724352836608886719e+00;3.228724241256713867e+00;4.260229110717773438e+00
9.213948249816894531e+00;2.766587495803833008e+00;5.425295352935791016e+00
7.246479034423828125e+00;4.055943012237548828e+00;4.195409774780273438e+00
7.644672393798828125e+00;3.215144395828247070e+00;4.305225372314453125e+00
7.869512081146240234e+00;3.123044013977050781e+00;4.411966323852539062e+00
9.207480430603027344e+00;2.901191949844360352e+00;5.332850933074951172e+00
9.204119682312011719e+00;3.257531881332397461e+00;5.384270668029785156e+00
5.618514060974121094e+00;3.436023950576782227e+00;5.049814701080322266e+00
7.861407756805419922e+00;3.807181358337402344e+00;4.299773693084716797e+00
7.153298377990722656e+00;5.278938770294189453e+00;4.667340755462646484e+00
7.833025932312011719e+00;3.954958677291870117e+00;4.269392967224121094e+00
4.487724781036376953e+00;4.835562229156494141e+00;2.393387079238891602e+00
5.266853809356689453e+00;3.847912788391113281e+00;2.418325662612915039e+00
4.553298950195312500e+00;5.701165676116943359e+00;4.006888389587402344e+00
7.423692703247070312e+00;5.330369472503662109e+00;5.163097858428955078e+00
2.605653524398803711e+00;4.705954551696777344e+00;3.463754653930664062e+00
6.433420181274414062e+00;2.935698747634887695e+00;5.217447280883789062e+00
6.693548679351806641e+00;4.398823738098144531e+00;6.769117355346679688e+00
2.204478979110717773e+00;4.881503582000732422e+00;3.466166496276855469e+00
2.169827938079833984e+00;4.910761833190917969e+00;3.542773485183715820e+00
4.762793064117431641e+00;5.620853900909423828e+00;4.030272483825683594e+00
2.224518299102783203e+00;4.896553039550781250e+00;3.566911220550537109e+00
