frame,shortest_euclidean,corresponding_column
107,0.3074111157938794,130
108,0.16636098328329615,228
109,0.22564459294511127,170
110,0.19692197016673071,170
111,0.023801034114569432,287
112,0.04687723745514929,86
113,0.03290258326926928,86
114,0.07652341212337406,504
115,0.277776530362137,306
116,0.5678702463253035,405
117,0.4093934669709952,125
118,0.37446135831437977,134
119,0.27768805774114386,134
120,0.22147095122085447,183
121,0.1948934813278822,134
122,0.44938809160124854,207
123,0.41134536483696493,460
124,0.6103949783353069,197
125,0.9616602442811891,91
126,0.29210852151432426,243
127,0.17504405643784524,228
128,0.26388219088181075,249
129,0.21574332735915025,228
130,0.3798003347835408,228
131,0.32284801022451304,130
132,0.2592385077760991,280
133,0.5502222679258626,72
134,0.4193248918383052,146
135,0.3933055247345124,146
136,0.24006779339992107,344
137,0.27302728161847795,481
138,0.19746387261295384,280
139,0.194849124529522,130
140,0.3547004253810824,442
141,0.40177843459953344,361
142,0.1368567024651094,270
143,0.3115912116244027,270
144,0.9137370903141235,442
145,0.33593556066548125,82
146,0.5914900007063636,197
147,0.7088675160585828,2
148,0.6462507552102493,2
149,0.22752014512169527,167
150,0.28933163453310934,167
151,0.3803485908673419,167
152,0.3045301080882927,167
153,0.32312609938548603,407
154,0.24538353903591417,506
155,0.08980948471208526,504
156,0.25737941468212366,475
157,0.1879983181390548,60
158,0.4009554569716776,60
159,0.5381651778572655,72
160,0.34052969262558436,158
161,0.2861260792280455,356
162,0.2075696426054,130
163,0.2673025722287315,506
164,0.1152741419509398,506
165,0.10227492103770353,170
166,0.08482151409231413,506
167,0.16694833498628983,506
168,0.5215621839392576,311
169,0.05794260666566109,49
170,0.1521329181093096,49
171,0.5265024818975644,156
172,0.4655640639751623,304
173,0.2107952248878953,199
174,0.25673755349616706,128
175,0.19177848935068437,481
176,0.22838053720845944,130
177,0.15330184613383926,280
178,0.5918239697020408,125
179,0.39334678931585626,89
180,0.3226657706922629,433
181,0.23926688920386344,200
182,0.4703060223731392,46
183,0.44671251526383254,21
184,0.4680041476992213,325
185,0.2197033110588408,1
186,0.27964499040750623,1
187,0.17734906656447103,1
188,0.2382824837036472,1
189,0.6116305826279802,433
190,0.5018080140148873,200
191,0.3359539178915882,304
192,0.19410270486981765,378
193,0.37885044938361495,470
194,0.4478072479939697,177
195,0.37668122407022153,181
196,0.30600329210317334,181
197,0.28805073124376585,183
198,0.23891071258046023,181
199,0.28243023464541817,181
200,0.2243710534831924,181
201,0.2908495371304531,181
202,0.226612597215735,182
203,0.26485334802693816,183
204,0.4066496249357093,135
205,0.3548831265469335,84
206,0.0996630645541893,172
207,0.4542161929936885,460
208,0.4060647892191084,99
209,0.21909541676723487,484
210,0.263491283305047,483
211,0.2113843779217869,478
212,0.3596151115340544,21
213,0.3661129098887276,179
214,0.3205844862546536,329
215,0.3675829515899767,21
216,0.4042304332602601,382
217,0.27061568108462575,47
218,0.24009765448627973,47
219,0.3306949862026592,130
220,0.1484371419902863,311
221,0.1566009382732456,311
222,0.38364991671571785,344
223,0.24628560525485876,122
224,0.22064153793125388,304
225,0.454105401521604,304
226,0.3279184010859279,183
227,0.32136076902383737,140
228,0.383556231142735,250
229,0.3203666681332073,481
230,0.26274846999040424,356
231,0.3448465514571876,455
232,0.4404211799296308,89
233,0.32355351025579093,304
234,0.2986726807995112,366
235,0.32403503575972215,402
236,0.25000666897467305,132
237,0.19531478616366085,130
238,0.221803642793821,130
239,0.3068367947597019,130
240,0.1729247566676702,280
241,0.4702362270978878,216
242,0.4209702043780937,39
243,0.4182234686465753,39
244,0.47459039812405673,99
245,0.3293043678297348,442
246,0.5209830040870295,323
247,0.7140425619649499,323
248,0.1340427471528278,260
249,0.26274799577918734,260
250,0.29800633176958,260
251,0.3365885531908441,260
252,0.4062196058909794,270
253,0.392540193110432,270
254,0.4229780711737205,260
255,0.3702732258644318,260
256,0.3662458123275581,260
257,0.4151459873482836,167
258,0.225602382075202,327
259,0.16134889866718982,78
260,0.12250650003165268,168
261,0.1396956666927884,78
262,0.20548945883376687,78
263,0.7418709972867557,59
264,0.12075055885866624,308
265,0.11575892780995416,49
266,0.3580780776399504,220
267,0.4177596350596405,210
268,0.354902870039343,107
269,0.2535609110573897,473
270,0.13461075253734478,474
271,0.27723952027022636,201
272,0.22069235875403903,260
273,0.1731921108929154,208
274,0.21354210265414308,360
275,0.34466188433956274,209
276,0.4314436561128613,207
277,0.38912890939105615,207
278,0.4769471892527564,209
279,0.4405582355765924,134
280,0.46108394899814586,209
281,0.4370141687588596,134
282,0.44316669218226334,134
283,0.3150261924702266,181
284,0.4025888128987392,181
285,0.24256753703665623,181
286,0.3223516345076515,183
287,0.438274236726742,134
288,0.45097616562013854,134
289,0.30894155069647755,208
290,0.18065969706461785,247
291,0.5750151827341151,107
292,0.09570873696183228,130
293,0.2164676847112592,130
294,0.26894718644815774,130
295,0.301139305294264,130
296,0.2426048019422229,130
297,0.3031817680250044,130
298,0.3217816434019438,130
299,0.37443786382524774,130
300,0.4268052126272551,481
301,0.40134094117208174,130
302,0.10414989932428728,311
303,0.3851582154636751,311
304,0.37713418067871424,130
305,0.38913793023898713,130
306,0.348366768344427,481
307,0.38531607416015046,130
308,0.3725719653681584,130
309,0.3983651633609588,345
310,0.4015368267961373,345
311,0.4276313265378401,345
312,0.34506443309408863,130
313,0.1889487186645484,130
314,0.31170473086214134,130
315,0.23322366569993355,130
316,0.16669428929249738,280
317,0.2088698919590456,130
318,0.19561165763795288,130
319,0.18378896923119364,130
320,0.2806604371682582,294
321,0.399468013303072,113
322,0.4324578199311497,124
323,0.431275566016304,113
324,0.5369710155205377,458
325,0.2815822239327945,129
326,0.3067533579831036,345
327,0.16984783835827577,228
328,0.2577338901863941,249
329,0.2558772979965579,130
330,0.2844962031114537,130
331,0.2033106731400479,130
332,0.2997407798019501,345
333,0.3156485003317172,130
334,0.3166583246015614,481
335,0.28867299876545305,130
336,0.23075464737559764,130
337,0.268737133719,481
338,0.3121544504824994,280
339,0.2988575571298218,356
340,0.2897885024606264,162
341,0.11496500232432498,89
342,0.2932579568842017,304
343,0.5023531495337635,304
344,0.23919437269955168,183
345,0.16957790469296527,183
346,0.4796505564199357,207
347,0.41378906539673627,207
348,0.288181506998771,460
349,0.463791447317259,350
350,0.2982664666388893,350
351,0.5664224021479158,19
352,0.13761535554971352,80
353,0.1957664196856473,80
354,0.09318276908565408,283
355,0.3618273611326244,153
356,0.2726076035872509,190
357,0.4981149113670099,5
358,0.35089043684816634,209
359,0.295608289560492,209
360,0.20900304606782807,408
361,0.21413227276139343,260
362,0.1952576015691748,260
363,0.37234861005428016,207
364,0.6349560492775288,209
365,0.3146102013994179,304
366,0.5165327364348075,304
367,0.021623943203202135,366
368,0.16233661566428909,293
369,0.06475520464690891,47
370,0.393096464361769,481
371,0.28078993518570333,130
372,0.24507709990307047,130
373,0.23887896985798143,244
374,0.27165464067203887,355
375,0.276646854185868,124
376,0.464116210822466,304
377,0.6211952675944306,89
378,0.6819721697299851,5
379,0.6095246642988024,39
380,0.41228540713217215,417
381,0.5220870610164121,417
382,0.48185094631352304,57
383,0.4719919823543928,427
384,0.41129349822247135,466
385,0.26458550965415384,311
386,0.24632340454111767,130
387,0.25873892285607714,129
388,0.30984869096242146,130
389,0.3383992056752438,481
390,0.3426634985356326,228
391,0.4323956102119088,311
392,0.19756117953077873,159
393,0.21134836227921944,501
394,0.33181444023591766,501
395,0.4339653102875289,49
396,0.4435436058164169,353
397,0.4459886198656965,353
398,0.33267183716292426,170
399,0.36190751506836066,170
400,0.2537548817277337,170
401,0.2846817346797215,437
402,0.8473975849598394,91
403,0.5667814720985832,138
404,0.16103271572792327,183
405,0.23457456449854208,181
406,0.2124543977253588,183
407,0.3426175685964106,134
408,0.3775197189663016,207
409,0.29900874886837514,207
410,0.17157984918830743,208
411,0.27986615249179125,260
412,0.22833661537501887,208
413,0.2100535585678448,207
414,0.4356745602109871,207
415,0.45584165250292646,207
416,0.3242785611748594,51
417,0.08652276166983638,283
418,0.46339570742891617,72
419,0.2312014066700788,481
420,0.21009274178312512,481
421,0.11825998110076125,49
422,0.16114767557128198,49
423,0.28837918334026746,49
424,0.24645430727469728,344
425,0.30575758982046447,481
426,0.2139333188702652,481
427,0.29435408137660124,436
428,0.4336402314640896,120
429,0.28657196612610353,265
430,0.2948851903692635,89
431,0.31551051588176865,304
432,0.30254732789141686,89
433,0.3017702187697339,89
434,0.5036457792101756,366
435,0.17647492546699123,304
436,0.1862294548827484,200
437,0.2155710773569188,33
438,0.355897233620768,72
439,0.2249811318773884,133
440,0.27216233050311567,128
441,0.18858395242850173,481
442,0.24256765149560336,228
443,0.32098359330897147,249
444,0.2591606214805974,228
445,0.32019724979801734,130
446,0.2814248300385361,130
447,0.33618635772924843,130
448,0.19882426604130732,311
449,0.08838810669819484,47
450,0.19358028476152417,291
451,0.31805007820350634,38
452,0.42626179615458454,134
453,0.5294188124855281,207
454,0.45735861849940507,207
455,0.2956085549136257,207
456,0.24573445050490647,207
457,0.3541028523431243,207
458,0.3538970527160544,207
459,0.29911268864150314,207
460,0.4377804331666672,270
461,0.24542574569278316,327
462,0.2226822819901656,78
463,0.3027309577377493,398
464,0.2188972258059252,170
465,0.05790856167293428,170
466,0.06498218194330564,170
467,0.1603228991314183,170
468,0.17292362472771247,506
469,0.116839646923344,170
470,0.2627790863865794,252
471,0.4115844610068344,353
472,0.28106813521369334,362
473,0.17605826731586632,246
474,0.17481271920070765,130
475,0.22934937661497196,130
476,0.27980637658674967,130
477,0.2884334915406185,280
478,0.22517440143197656,356
479,0.35678347981477787,222
480,0.43604029733253685,455
481,0.0716027571195365,122
482,0.21006729638570168,433
483,0.15284069217733695,304
484,0.16845321799159327,334
485,0.14489448610495428,457
486,0.6879245544056525,222
487,0.4739905814031751,245
488,0.20537407664684343,322
489,0.3772959204887276,352
490,0.15937655547233648,135
491,0.1744511815816948,265
492,0.22300221156524497,470
493,0.28846264373922137,470
494,0.09134397780421696,470
495,0.4867546654742083,304
496,0.2915244258389488,304
497,0.35686447386181214,304
498,0.26304988724756456,304
499,0.27597515392784205,304
500,0.30181546160865563,183
501,0.2339442516066272,181
502,0.22308104107673185,181
503,0.453016649431789,89
504,0.4120105739232149,89
505,0.47126902180825225,209
506,0.3896456056744608,131
507,0.25825357378409247,426
508,0.22274288791726776,27
509,0.21168909581169287,442
510,0.4380297591055782,447
511,0.3476684978406739,472
512,0.39496852108806246,95
513,0.39359138691847045,407
514,0.43813496342877234,78
515,0.21487581779010895,260
516,0.1392781253876572,208
517,0.36820712549906154,209
518,0.40283075608958024,209
519,0.3859488445805622,207
520,0.4522364393880512,134
521,0.40518276273032794,134
522,0.50913619567577,89
523,0.45498328528437376,209
524,0.3870817980077313,134
525,0.3855569739926864,134
526,0.388806611077126,134
527,0.38717476384970656,134
528,0.44771469926680474,134
529,0.4434394317968666,134
530,0.2697163363721581,207
531,0.6939988368981328,247
532,0.21082770441460447,228
533,0.3473577942410649,228
534,0.2603071478954818,130
535,0.3691679999896745,481
536,0.14648959460546293,311
537,0.14755682690185687,344
538,0.13310473021571756,344
539,0.2855044489030329,311
540,0.38134596466663306,311
541,0.48468737299177744,362
542,0.5610351675770384,362
543,0.5701805447354178,362
544,0.8186290663038445,362
545,0.32388372034184854,49
546,0.17533965273460192,47
547,0.25386816516932004,49
548,0.1940161726258585,47
549,0.24364301743672537,237
550,0.38764453410068794,469
551,0.29039125696079987,31
552,0.37997675480992493,362
553,0.47879778805474527,74
554,0.5048783790038582,289
555,0.2478389201392887,291
556,0.2923147092608368,291
557,0.2454243937005912,366
558,0.2396279130919808,71
559,0.2675770798288469,145
560,0.3962813847504333,156
561,0.2938766622194243,239
562,0.27246738120808234,130
563,0.38000984625282686,228
564,0.5609847027375842,506
565,0.5006051458297252,353
566,0.5587191608196476,362
567,0.5644960524801667,362
568,0.5146227812874352,160
569,0.416318152952979,345
570,0.4600599516014861,506
571,0.2458968014531448,506
572,0.1385967980083374,506
573,0.1818019001483664,506
574,0.24069584851769735,306
575,0.4999102660086346,353
576,0.13542132395878703,47
577,0.41707182956634337,466
578,0.08939718499774651,307
579,0.22668334049444497,46
580,0.22837158906490393,46
581,0.15298342149337707,154
582,0.115225720068913,311
583,0.3894056969116817,130
584,0.40388658379845094,345
585,0.4011818813426998,170
586,0.3189051115689799,170
587,0.24264772454055547,287
588,0.3817589971983309,287
589,0.21792089005122192,228
590,0.15642251663040418,362
591,0.3502955517256296,219
592,0.3117767805236534,168
593,0.3740052351765418,185
594,0.3924197445215108,185
595,0.23389155977443035,207
596,0.3395635097685802,207
597,0.8648238573645659,460
598,0.5260307709494825,207
599,0.6664879666389897,134
600,0.689816151068161,460
601,0.5674452560686767,165
602,0.18597198468220472,1
603,0.4095232151321207,125
604,0.6232772970957867,165
605,0.4446695458999356,38
606,0.1761383971149618,377
607,0.26566098924185855,116
608,0.25364721976657617,37
609,0.16852676539570735,87
610,0.3461851221248432,137
611,0.14862086512986264,82
612,0.24532402390656305,474
613,0.17135462391070505,77
614,0.43761743316425006,437
615,0.3446488556249831,228
616,0.2439870196407776,228
617,0.2662446312274443,228
618,0.25562057457678705,228
619,0.17554405737085768,228
620,0.1364151727999975,228
621,0.783931497210809,353
622,0.4075141618244909,353
623,0.38826546822359903,353
624,0.43231772450394296,353
625,0.40645189389092207,353
626,0.681611709413284,254
627,0.22460837486273463,293
628,0.24311696396996105,47
629,0.40160606023903617,308
630,0.3256590782284671,56
631,0.405019901905574,494
632,0.4010506369175665,185
633,0.24847626371943393,271
634,0.49491323269784177,207
635,0.3612042837073443,444
636,0.11170520775973453,433
637,0.08509791159141315,89
638,0.07937836865983584,89
639,0.09561863972077127,433
640,0.1609330778482102,281
641,0.3698996264619352,19
642,0.21605968980542803,128
643,0.25665720281523646,481
644,0.31813407456856163,47
645,0.18508055214354807,47
646,0.3097111882412501,466
647,0.23427138956439875,329
648,0.1149285579627892,155
649,0.30735486485756486,154
650,0.4295431283524205,308
651,0.3444721744142864,481
652,0.2814945860512759,481
653,0.28145679000934465,130
654,0.20720981961152657,130
655,0.17667050966921474,481
656,0.4559926193888513,153
657,0.39516747879645825,120
658,0.1593946839741084,183
659,0.18978074694167593,183
660,0.32560878774462554,183
661,0.37809887326004293,177
662,0.08746957132315025,251
663,0.4380212956438183,56
664,0.37087512212840074,487
665,0.43134027745629777,5
666,0.48657474938400413,181
667,0.2249951596900758,366
668,0.4765659190847414,366
669,0.6392181500388282,209
670,0.6172370788199092,207
671,0.36107516296746806,207
672,0.3438504441176335,209
673,0.41641676759621155,89
674,0.3039199646777066,89
675,0.26575167873941774,89
676,0.23878208558630243,89
677,0.24805471936017753,89
678,0.3074582953570675,89
679,0.33804778189483664,89
680,0.40428462535018533,89
681,0.4739103021084069,262
682,0.34904480580326047,262
683,0.2787765206951025,417
684,0.08610566378924128,119
685,0.4204437661164968,157
686,0.18994104748098187,344
687,0.2762998145248683,130
688,0.1577260782813517,249
689,0.2449019400504542,228
690,0.23883713732440265,228
691,0.284952139198048,228
692,0.36823865864887434,130
693,0.2890839699409311,130
694,0.35724238541031894,481
695,0.275111670184262,129
696,0.41963143266203823,502
697,0.22867562432978084,207
698,0.2998908839712032,207
699,0.4266552849656212,207
700,0.36782670520703525,207
701,0.30725823743085057,207
702,0.1662533352564129,260
703,0.27410432408606755,209
704,0.29806729767562745,207
705,0.538232743265673,460
706,0.4192660483660216,190
707,0.4318388897124136,330
708,0.2859968516903357,190
709,0.263523666198115,354
710,0.34853308535155647,132
711,0.1256896376667911,228
712,0.3167134732424421,252
713,0.20178345316933843,252
714,0.26185502696434815,170
715,0.2585750273386548,170
716,0.3075310373417736,228
717,0.2366557746715831,130
718,0.3468236446926852,108
719,0.291465063242934,219
720,0.42427942583883144,407
721,0.2932257347103792,260
722,0.1787964520637689,260
723,0.22398337726866807,408
724,0.2893800633117011,207
725,0.3549324593610961,209
726,0.4068321782566149,207
727,0.45095200023435167,209
728,0.4195341185041983,209
729,0.4256794619842618,134
730,0.2708240666939583,181
731,0.2828034074495271,183
732,0.303216518609022,134
733,0.24366920452293192,181
734,0.38693651561978976,134
735,0.44985846126225054,134
736,0.25639596505361223,207
737,0.3743655283690068,207
738,0.4062624500098103,207
739,0.4136405831105012,207
740,0.16574233592972,209
741,0.3890084527607572,499
742,0.28079834623371724,94
743,0.12176131366499532,217
744,0.20285131563261147,27
745,0.21163103057946347,297
746,0.5212397877426008,138
747,0.4328331386736952,286
748,0.12269056473862353,207
749,0.3145513924531084,207
750,0.3295135944163941,207
751,0.3609054216883623,183
752,0.34786609286652087,183
753,0.6090423770247297,215
754,0.183760070321566,280
755,0.3081886544230131,130
756,0.33135050787719866,130
757,0.3211000707372472,130
758,0.3326363888546089,130
759,0.37449452347647744,130
760,0.2940940774391075,130
761,0.3451604461033847,130
762,0.4263670044460689,130
763,0.375041918380466,130
764,0.36226579658948926,481
765,0.4059888819935402,130
766,0.5241789298274291,481
767,0.43001526928385697,500
768,0.2551080575774143,287
769,0.22426074915097516,506
770,0.22284542027846127,170
771,0.03849302360384487,170
772,0.1087441864305502,287
773,0.23106144909166165,287
774,0.1610934603793387,287
775,0.18301255049937723,287
776,0.28028252294485434,506
777,0.526714328941003,130
778,0.555705764756628,353
779,0.05402979585553466,47
780,0.34534204604466023,427
781,0.43128859027023414,427
782,0.23450946400495895,49
783,0.45592659542442254,345
784,0.3106851413990868,287
785,0.30047089005923583,287
786,0.3985010649228095,345
787,0.2775566880841318,308
788,0.5232691571850195,46
789,0.4010019335473998,330
790,0.07973043264564947,154
791,0.5300725830041156,427
792,0.1335135121256112,280
793,0.24532851121048943,130
794,0.26783424488773894,228
795,0.2030802488462655,228
796,0.14724789390043067,228
797,0.18926383773826627,228
798,0.3116676331682201,130
799,0.3148028910142958,130
800,0.302943092706486,466
801,0.36634000100072434,366
802,0.26128570049128974,2
803,0.10611889981314351,201
804,0.2043122814724261,361
805,0.1627390973284877,260
806,0.07819261940813292,208
807,0.3246305581412011,209
808,0.40482511055920806,207
809,0.6437675703357705,89
810,0.6539608605566471,89
811,0.5523298091492921,181
812,0.6373016736016863,89
813,0.46098838641072815,134
814,0.45461724187455865,207
815,0.47553549103504034,207
816,0.4807068890677701,207
817,0.48159351101693487,207
818,0.40639701755429647,207
819,0.25758292682596445,207
820,0.2670915005392039,207
821,0.274238157569239,207
822,0.19509667435886857,208
823,0.20004279068879569,361
824,0.17447689501264518,212
825,0.3716376173173744,443
826,0.43614701127285327,362
827,0.24642673429458012,228
828,0.15061645819691696,130
829,0.5757724249279905,437
830,0.4685636915272772,437
831,0.14025383135453887,228
832,0.21682716666523513,170
833,0.22572106682795007,506
834,0.14691573668714347,228
835,0.14196882506175543,130
836,0.3099031482638706,130
837,0.21894679813448412,308
838,0.4471665079284476,321
839,0.2910610252522623,179
840,0.3915766186612746,382
841,0.32652323098095354,422
842,0.2274133797941225,173
843,0.1615825577560616,466
844,0.07582537962670256,49
845,0.3787455395078649,130
846,0.3203208957371587,130
847,0.308624231951558,228
848,0.29109007558881994,228
849,0.29987962891982506,228
850,0.35623710691845956,130
851,0.4253941697921092,130
852,0.3694275580477651,311
853,0.55104885894477,130
854,0.5994975751443261,160
855,0.6044906823592117,506
856,0.3419266745006081,287
857,0.23588875751091848,287
858,0.03579508312820926,170
859,0.4102432633952992,279
860,0.4119198159169991,18
861,0.37026151862753753,134
862,0.5164659936090246,258
863,0.4247726876742127,366
864,0.3465720329715211,304
865,0.22863614536782284,173
866,0.3440338785388755,23
867,0.22909770141058075,184
868,0.3669246790017653,453
869,0.2873739564560179,184
870,0.4834895656273964,88
871,0.3774301151726049,127
872,0.2567213514085923,170
873,0.31995517536939194,170
874,0.29433544262106703,228
875,0.3744194011640721,362
876,0.358338694987646,228
877,0.33489308393065287,130
878,0.3403244897818958,130
879,0.33760745391396374,345
880,0.2851332121038147,228
881,0.1450220133343385,228
882,0.19347911693637995,228
883,0.20461560305437043,130
884,0.2603956681500558,256
885,0.23699261940503233,256
886,0.3052566495610088,350
887,0.266368390667091,19
888,0.26737494748061585,189
889,0.4046336988630799,162
890,0.3101364622144486,344
891,0.18484913233631864,311
892,0.3426583808307963,130
893,0.37734475333700007,130
894,0.2748933980249034,228
895,0.30939695014311364,287
896,0.36238067560573606,472
897,0.2716467495224676,197
898,0.28619087288327366,500
899,0.37331896851633606,506
900,0.4639817264586679,130
901,0.25339751321404747,159
902,0.23008537546105687,49
903,0.38987662604357576,481
904,0.3412351068902528,130
905,0.29837054419192777,228
906,0.3349228552913291,170
907,0.4664306214088508,353
908,0.42539962647941176,209
909,0.45387675923883647,207
910,0.3974621216302713,207
911,0.4713721522252505,207
912,0.6273464197928806,89
913,0.49530719997444744,89
914,0.3990215220092531,89
915,0.4330531222773285,89
916,0.37348220062648074,183
917,0.40433247024204105,207
918,0.40147498920723906,207
919,0.5395681215497734,207
920,0.41529109288119614,207
921,0.3627857611181596,207
922,0.70897931819367,209
923,0.16641926128691564,415
924,0.06727730212913362,415
925,0.22394926729897527,89
926,0.37180791599212226,183
927,0.5577807207851672,323
928,0.34786143430444855,247
929,0.217893097370428,270
930,0.12241240563771397,208
931,0.4494251976211127,207
932,0.25418808316975233,182
933,0.23154129458868647,181
934,0.2173208659183561,181
935,0.26135027023819735,183
936,0.24066430281401285,183
937,0.22269587391282047,181
938,0.28035771409288085,183
939,0.21700548364132904,181
940,0.29126737663712493,183
941,0.20796699047646727,181
942,0.4315773932331944,134
943,0.4271434535492041,209
944,0.4648881593842884,209
945,0.2943097595953543,267
946,0.23313037300220055,252
947,0.2557731228917497,170
948,0.3529380526466138,170
949,0.23563751310666803,228
950,0.17061374911601485,228
951,0.2778618351593731,130
952,0.32734223596178513,481
953,0.2784650474785864,481
954,0.3150813272189791,130
955,0.28609003756889756,130
956,0.31037800098460566,130
957,0.2665269404432866,130
958,0.4076210050655097,130
959,0.3873823618847496,130
960,0.3687329204853104,481
961,0.3462260967445334,311
962,0.294206192019028,344
963,0.08879179010666739,122
964,0.14408170878922955,377
965,0.37301827982184527,334
966,0.24984142596437628,304
967,0.36076550705205845,304
968,0.14680532879842612,334
969,0.13314721459231835,80
970,0.25127370090369944,378
971,0.2804634670560328,468
972,0.20481760252744824,468
973,0.20435079998070063,189
974,0.28668266446728774,33
975,0.28307943718249384,19
976,0.35899521249418326,33
977,0.20665494493013267,80
978,0.2629489094975838,118
979,0.2694917118750877,112
980,0.31807610021773775,80
981,0.5068257481839945,116
982,0.32053786481603674,350
983,0.15504438446577976,129
984,0.26584987143435934,130
985,0.27797626071702214,345
986,0.3021117882757423,481
987,0.29276747878512394,256
988,0.38116392440941127,356
989,0.15722038584808207,378
990,0.11044488190751432,89
991,0.1876242788561537,89
992,0.2500019747857771,177
993,0.33059115451289267,444
994,0.8396102598774772,57
995,0.3973484337311253,100
996,0.3119016038743718,100
997,0.526657620662286,100
998,0.40070377676374286,5
999,0.632862818070692,209
1000,0.45320528438506225,262
1001,0.340690551158451,209
1002,0.5023672272304666,183
1003,0.3649836801512875,319
1004,0.7523289016044896,491
1005,0.4827280542539639,181
1006,0.27230782508106544,183
1007,0.3415484190133304,183
1008,0.22086898299315996,260
1009,0.474458175866668,185
1010,0.2279129927583745,4
1011,0.1500756632652329,184
1012,0.2825496100014304,109
1013,0.5611935573856116,214
1014,0.32859946974038395,127
1015,0.3112307422047004,353
1016,0.29509727881866105,353
1017,0.3564592983965882,252
1018,0.32056726115115897,506
1019,0.1958951267426108,170
1020,0.1890879736656276,170
1021,0.180323623333524,170
1022,0.40998692729196207,407
1023,0.5525529021314477,407
1024,0.5416470749937251,17
1025,0.30366604075164766,407
1026,0.4806010367692616,197
1027,0.7293133422756712,197
1028,0.29238533490267243,3
1029,0.35707586676970937,3
1030,0.36720953443191584,446
1031,0.4643329036496098,2
1032,0.30433817246848266,78
1033,0.4088295938856821,270
1034,0.4045078787259397,260
1035,0.39343758455104166,260
1036,0.14511980189564933,172
1037,0.191213208500136,197
1038,0.3960200656048988,228
1039,0.19187124908274275,228
1040,0.18826900595409965,228
1041,0.23687679460831867,228
1042,0.33114228209303803,228
1043,0.369734394380024,170
1044,0.2804190044786041,353
1045,0.26630838558030123,353
1046,0.3411653107532752,45
1047,0.3967895269189909,44
1048,0.5350363539233631,446
1049,0.3642097740990533,446
1050,0.4277079254229901,67
1051,0.33307423548912624,252
1052,0.18875708406599764,170
1053,0.30301210842282206,353
1054,0.4477552880016347,67
1055,0.29160460471762933,241
1056,0.3112125309604696,108
1057,0.2901015258203256,24
1058,0.31884084533334867,489
1059,0.35383103902671276,244
1060,0.3381802595100792,132
1061,0.30492338873994823,133
1062,0.3427144759508241,350
1063,0.23161258507833807,19
1064,0.30218788443717176,283
1065,0.22140720888187,468
1066,0.309971303940585,199
1067,0.20326637476865264,244
1068,0.19965097119809688,356
1069,0.39073406248357295,350
1070,0.446481754357857,19
1071,0.30042716644540995,457
1072,0.16860116259172575,334
1073,0.4284746205765328,304
